"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[101925]";"cd.[104169]";"0.22727274894714355";"";""
"cd.[10361]";"cd.[6761]";"0.6666666269302368";"";""
"cd.[5426]";"cd.[6761]";"-1.0";"";""
"cd.[6761]";"cd.[7869]";"-1.0";"";""
"cd.[10361]";"cd.[5426]";"1.0";"";""
"cd.[10361]";"cd.[7869]";"1.0";"";""
"cd.[5426]";"cd.[7869]";"1.0";"";""
"cd.[5324]";"cd.[7847]";"1.0";"";""
"cd.[10301]";"cd.[6246]";"0.8571428656578064";"";""
"cd.[5371]";"cd.[5959]";"0.08333331346511841";"";""
"cd.[3096]";"cd.[3123]";"1.0";"";""
"cd.[5238]";"cd.[8297]";"0.8846153616905212";"";""
"cd.[6663]";"cd.[6665]";"1.0";"";""
"cd.[8301]";"cd.[9114]";"0.5";"";""
"cd.[4895]";"cd.[9209]";"0.8571428656578064";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[5912]";"cd.[8949]";"1.0";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[10449]";"cd.[6162]";"1.0";"";""
"cd.[2571]";"cd.[9019]";"1.0";"";""
"cd.[3931]";"cd.[5754]";"1.0";"";""
"cd.[6568]";"cd.[9557]";"1.0";"";""
"cd.[6737]";"cd.[7722]";"1.0";"";""
"cd.[102666]";"cd.[105709]";"0.95652174949646";"";""
"cd.[3757]";"cd.[6377]";"0.8421052694320679";"";""
"cd.[4384]";"cd.[5657]";"1.0";"";""
"cd.[7622]";"cd.[8349]";"0.8235294222831726";"";""
"cd.[2252]";"cd.[4733]";"1.0";"";""
"cd.[7008]";"cd.[8831]";"1.0";"";""
"cd.[100001]";"cd.[100010]";"0.239130437374115";"";""
"cd.[4586]";"cd.[7633]";"0.9090908765792847";"";""
"cd.[10240]";"cd.[7367]";"1.0";"";""
"cd.[3192]";"cd.[7923]";"1.0";"";""
"cd.[4395]";"cd.[8725]";"0.9333333373069763";"";""
"cd.[6948]";"cd.[7365]";"0.9047619104385376";"";""
"cd.[7350]";"cd.[8473]";"1.0";"";""
"cd.[7288]";"cd.[7483]";"1.0";"";""
"cd.[10938]";"cd.[11125]";"1.0";"";""
"cd.[2366]";"cd.[2367]";"0.8999999761581421";"";""
"cd.[6925]";"cd.[6926]";"1.0";"";""
"cd.[108408]";"cd.[108563]";"1.0";"";""
"cd.[104733]";"cd.[105907]";"0.17241376638412476";"";""
"cd.[7201]";"cd.[8536]";"1.0";"";""
"cd.[6102]";"cd.[9115]";"1.0";"";""
"cd.[7525]";"cd.[8995]";"0.8999999761581421";"";""
"cd.[9333]";"cd.[9450]";"1.0";"";""
"cd.[6771]";"cd.[8507]";"1.0";"";""
"cd.[8609]";"cd.[9130]";"1.0";"";""
"cd.[4843]";"cd.[8794]";"0.8666666746139526";"";""
"cd.[7346]";"cd.[7719]";"1.0";"";""
"cd.[4851]";"cd.[7708]";"1.0";"";""
"cd.[5185]";"cd.[7072]";"0.0";"";""
"cd.[7460]";"cd.[8578]";"0.6666666269302368";"";""
"cd.[6272]";"cd.[7460]";"1.0";"";""
"cd.[6272]";"cd.[8578]";"0.6666666269302368";"";""
"cd.[8043]";"cd.[8234]";"1.0";"";""
"cd.[102406]";"cd.[103696]";"0.2631579041481018";"";""
"cd.[11150]";"cd.[8901]";"1.0";"";""
"cd.[9421]";"cd.[9489]";"0.8999999761581421";"";""
"cd.[9327]";"cd.[9412]";"1.0";"";""
"cd.[6740]";"cd.[9193]";"1.0";"";""
"cd.[10000]";"cd.[8664]";"0.7777777910232544";"";""
"cd.[7361]";"cd.[7750]";"1.0";"";""
"cd.[8265]";"cd.[9149]";"1.0";"";""
"cd.[6992]";"cd.[7802]";"1.0";"";""
"cd.[6944]";"cd.[9868]";"0.9285714030265808";"";""
"cd.[8311]";"cd.[8312]";"1.0";"";""
"cd.[8344]";"cd.[9229]";"1.0";"";""
"cd.[4358]";"cd.[6398]";"0.4285714030265808";"";""
"cd.[2823]";"cd.[4684]";"0.8333333134651184";"";""
"cd.[100808]";"cd.[103424]";"-1.0";"";""
"cd.[103424]";"cd.[106443]";"0.523809552192688";"";""
"cd.[100808]";"cd.[106443]";"0.8181818127632141";"";""
"cd.[6919]";"cd.[8060]";"1.0";"";""
"cd.[3539]";"cd.[4190]";"0.9375";"";""
"cd.[4348]";"cd.[7170]";"1.0";"";""
"cd.[8668]";"cd.[8843]";"1.0";"";""
"cd.[3356]";"cd.[6955]";"1.0";"";""
"cd.[3792]";"cd.[8891]";"0.8333333134651184";"";""
"cd.[4145]";"cd.[4886]";"1.0";"";""
"cd.[107445]";"cd.[108557]";"0.7142857313156128";"";""
"cd.[4184]";"cd.[6950]";"0.8888888955116272";"";""
"cd.[3529]";"cd.[4114]";"0.9523809552192688";"";""
"cd.[5776]";"cd.[9008]";"0.12000000476837158";"";""
"cd.[3383]";"cd.[6969]";"0.9642857313156128";"";""
"cd.[2406]";"cd.[7291]";"1.0";"";""
"cd.[103731]";"cd.[104112]";"0.19298243522644043";"";""
"cd.[102446]";"cd.[103731]";"0.2280701994895935";"";""
"cd.[102446]";"cd.[104112]";"0.238095223903656";"";""
"cd.[4292]";"cd.[8795]";"1.0";"";""
"cd.[102424]";"cd.[107480]";"0.17777776718139648";"";""
"cd.[2577]";"cd.[2581]";"0.9333333373069763";"";""
"cd.[4481]";"cd.[6716]";"1.0";"";""
"cd.[100198]";"cd.[106489]";"1.0";"";""
"cd.[10253]";"cd.[10368]";"1.0";"";""
"cd.[4108]";"cd.[7977]";"1.0";"";""
"cd.[10986]";"cd.[7087]";"0.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[11455]";"cd.[5289]";"0.692307710647583";"";""
"cd.[10061]";"cd.[3517]";"1.0";"";""
"cd.[7134]";"cd.[9695]";"1.0";"";""
"cd.[102390]";"cd.[102394]";"0.1538461446762085";"";""
"cd.[5542]";"cd.[6695]";"1.0";"";""
"cd.[2187]";"cd.[2418]";"1.0";"";""
"cd.[101377]";"cd.[101414]";"0.21875";"";""
"cd.[5394]";"cd.[5418]";"1.0";"";""
"cd.[4613]";"cd.[6116]";"1.0";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[2619]";"cd.[6174]";"1.0";"";""
"cd.[10107]";"cd.[7341]";"1.0";"";""
"cd.[2188]";"cd.[8063]";"1.0";"";""
"cd.[10983]";"cd.[11174]";"0.125";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[2957]";"cd.[3106]";"1.0";"";""
"cd.[101555]";"cd.[108876]";"0.7894736528396606";"";""
"cd.[9588]";"cd.[9811]";"0.875";"";""
"cd.[4709]";"cd.[4710]";"0.9333333373069763";"";""
"cd.[7344]";"cd.[8291]";"0.875";"";""
"cd.[6547]";"cd.[6741]";"0.800000011920929";"";""
"cd.[5574]";"cd.[7562]";"0.125";"";""
