"";"First.Object";"Second.Object";"similaridade"
"1277";"cd.[6719]";"cd.[8453]";1
"1278";"cd.[3722]";"cd.[6719]";1
"1279";"cd.[8919]";"cd.[9083]";1
"1280";"cd.[6413]";"cd.[7975]";0,950000002980232
"1281";"cd.[7201]";"cd.[8536]";1
"1282";"cd.[7606]";"cd.[8538]";1
"1283";"cd.[4441]";"cd.[7515]";1
"1284";"cd.[7671]";"cd.[8759]";1
"1285";"cd.[100198]";"cd.[106489]";1
"1286";"cd.[10253]";"cd.[10368]";1
"1287";"cd.[11530]";"cd.[5099]";1
"1288";"cd.[6771]";"cd.[8507]";1
"1289";"cd.[8274]";"cd.[8805]";1
"1290";"cd.[7346]";"cd.[7719]";1
"1291";"cd.[4851]";"cd.[7708]";1
"1292";"cd.[7852]";"cd.[8029]";1
"1293";"cd.[10383]";"cd.[7852]";1
"1294";"cd.[10383]";"cd.[8029]";1
"1295";"cd.[9713]";"cd.[9738]";1
"1296";"cd.[6802]";"cd.[9063]";1
"1297";"cd.[5731]";"cd.[8779]";1
"1298";"cd.[6272]";"cd.[7460]";1
"1299";"cd.[5324]";"cd.[7847]";1
"1300";"cd.[8043]";"cd.[8234]";1
"1301";"cd.[7134]";"cd.[9695]";1
"1302";"cd.[4178]";"cd.[7199]";1
"1303";"cd.[2187]";"cd.[2418]";1
"1304";"cd.[7061]";"cd.[7469]";1
"1305";"cd.[10652]";"cd.[9640]";1
"1306";"cd.[2004]";"cd.[3710]";1
"1307";"cd.[5921]";"cd.[8423]";1
"1308";"cd.[7361]";"cd.[7750]";1
"1309";"cd.[8265]";"cd.[9149]";1
"1310";"cd.[5912]";"cd.[8949]";1
"1311";"cd.[8778]";"cd.[9060]";1
"1312";"cd.[1858]";"cd.[9637]";1
"1313";"cd.[5988]";"cd.[8859]";1
"1314";"cd.[10107]";"cd.[7341]";1
"1315";"cd.[7918]";"cd.[9172]";1
"1316";"cd.[8311]";"cd.[8312]";1
"1317";"cd.[2440]";"cd.[5443]";1
"1318";"cd.[2571]";"cd.[9019]";1
"1319";"cd.[2781]";"cd.[9669]";1
"1320";"cd.[4508]";"cd.[9662]";1
"1321";"cd.[3931]";"cd.[5754]";1
"1322";"cd.[6568]";"cd.[9557]";1
"1323";"cd.[6737]";"cd.[7722]";1
"1324";"cd.[7404]";"cd.[7405]";1
"1325";"cd.[2957]";"cd.[3106]";1
"1326";"cd.[8114]";"cd.[8659]";1
"1327";"cd.[4384]";"cd.[5657]";1
"1328";"cd.[8668]";"cd.[8843]";1
"1329";"cd.[3356]";"cd.[6955]";1
"1330";"cd.[2252]";"cd.[4733]";1
"1331";"cd.[4975]";"cd.[5889]";0,983333331346512
"1332";"cd.[5577]";"cd.[8990]";0,960416662693024
"1333";"cd.[3475]";"cd.[8592]";0,951388889551163
"1334";"cd.[105098]";"cd.[105131]";0,655000001192093
"1335";"cd.[103398]";"cd.[105131]";0,77142858505249
"1336";"cd.[105131]";"cd.[105148]";0,81142857670784
"1337";"cd.[105131]";"cd.[107056]";0,746666669845581
"1338";"cd.[103398]";"cd.[105098]";0,838888889551163
"1339";"cd.[105098]";"cd.[105148]";0,685897439718246
"1340";"cd.[105098]";"cd.[107056]";0,815277779102325
"1341";"cd.[103398]";"cd.[105148]";0,80256410241127
"1342";"cd.[103398]";"cd.[107056]";0,897420620918274
"1343";"cd.[105148]";"cd.[107056]";0,733608049154282
"1344";"cd.[8224]";"cd.[8754]";1
"1345";"cd.[4179]";"cd.[4732]";0,968888890743256
"1346";"cd.[4179]";"cd.[4911]";0,968888890743256
"1347";"cd.[4732]";"cd.[4911]";1
"1348";"cd.[6811]";"cd.[7429]";0,857971024513245
"1349";"cd.[6339]";"cd.[7517]";1
"1350";"cd.[100856]";"cd.[105518]";0,632161641120911
"1351";"cd.[101021]";"cd.[105518]";0,568932735919952
"1352";"cd.[105518]";"cd.[108429]";0,553391796350479
"1353";"cd.[104099]";"cd.[105518]";0,528091067075729
"1354";"cd.[104289]";"cd.[105518]";0,807680112123489
"1355";"cd.[104310]";"cd.[105518]";0,624076497554779
"1356";"cd.[102831]";"cd.[105518]";0,805247884988785
"1357";"cd.[100558]";"cd.[105518]";0,566023886203766
"1358";"cd.[104117]";"cd.[105518]";0,519714832305908
"1359";"cd.[100717]";"cd.[105518]";0,650375920534134
"1360";"cd.[102514]";"cd.[105518]";0,683684188127518
"1361";"cd.[105076]";"cd.[105518]";0,590680110454559
"1362";"cd.[102670]";"cd.[105518]";0,644035083055496
"1363";"cd.[102477]";"cd.[105518]";0,682710164785385
"1364";"cd.[104872]";"cd.[105518]";0,654335844516754
"1365";"cd.[105518]";"cd.[2004]";0,801666682958603
"1366";"cd.[105518]";"cd.[3710]";0,801666682958603
"1367";"cd.[105518]";"cd.[107734]";0,590680110454559
"1368";"cd.[105349]";"cd.[105518]";0,496958309412003
"1369";"cd.[105518]";"cd.[109651]";0,814786970615387
"1370";"cd.[103997]";"cd.[105518]";0,773508793115616
"1371";"cd.[100856]";"cd.[101021]";0,730026453733444
"1372";"cd.[100856]";"cd.[108429]";0,736666649580002
"1373";"cd.[100856]";"cd.[104099]";0,807575738430023
"1374";"cd.[100856]";"cd.[104289]";0,623323279619217
"1375";"cd.[100856]";"cd.[104310]";0,858540385961533
"1376";"cd.[100856]";"cd.[102831]";0,642183631658554
"1377";"cd.[100558]";"cd.[100856]";0,866730338335037
"1378";"cd.[100856]";"cd.[104117]";0,721598309278488
"1379";"cd.[100717]";"cd.[100856]";0,891666668653488
"1380";"cd.[100856]";"cd.[102514]";0,71023810505867
"1381";"cd.[100856]";"cd.[105076]";0,806980502605438
"1382";"cd.[100856]";"cd.[102670]";0,781493490934372
"1383";"cd.[100856]";"cd.[102477]";0,679707789421082
"1384";"cd.[100856]";"cd.[104872]";0,824675327539444
"1385";"cd.[100856]";"cd.[2004]";0,677261918783188
"1386";"cd.[100856]";"cd.[3710]";0,677261918783188
"1387";"cd.[100856]";"cd.[107734]";0,856980526447296
"1388";"cd.[100856]";"cd.[105349]";0,735389596223831
"1389";"cd.[100856]";"cd.[109651]";0,636624628305435
"1390";"cd.[100856]";"cd.[103997]";0,669135355949402
"1391";"cd.[101021]";"cd.[108429]";0,665370362997055
"1392";"cd.[101021]";"cd.[104099]";0,775846546888351
"1393";"cd.[101021]";"cd.[104289]";0,592567259073257
"1394";"cd.[101021]";"cd.[104310]";0,811676281690598
"1395";"cd.[101021]";"cd.[102831]";0,603444176912308
"1396";"cd.[100558]";"cd.[101021]";0,753887611627579
"1397";"cd.[101021]";"cd.[104117]";0,878506648540497
"1398";"cd.[100717]";"cd.[101021]";0,765000003576279
"1399";"cd.[101021]";"cd.[102514]";0,568730169534683
"1400";"cd.[101021]";"cd.[105076]";0,710058921575546
"1401";"cd.[101021]";"cd.[102670]";0,721296292543411
"1402";"cd.[101021]";"cd.[102477]";0,570244109630585
"1403";"cd.[101021]";"cd.[104872]";0,644047611951828
"1404";"cd.[101021]";"cd.[2004]";0,612777769565582
"1405";"cd.[101021]";"cd.[3710]";0,612777769565582
"1406";"cd.[101021]";"cd.[107734]";0,750968009233475
"1407";"cd.[101021]";"cd.[105349]";0,733855205774307
"1408";"cd.[101021]";"cd.[109651]";0,572276711463928
"1409";"cd.[101021]";"cd.[103997]";0,573265093564987
"1410";"cd.[104099]";"cd.[108429]";0,749206340312958
"1411";"cd.[104289]";"cd.[108429]";0,580804491043091
"1412";"cd.[104310]";"cd.[108429]";0,72490336894989
"1413";"cd.[102831]";"cd.[108429]";0,604688811302185
"1414";"cd.[100558]";"cd.[108429]";0,808888894319534
"1415";"cd.[104117]";"cd.[108429]";0,72158071398735
"1416";"cd.[100717]";"cd.[108429]";0,712777763605118
"1417";"cd.[102514]";"cd.[108429]";0,600555557012558
"1418";"cd.[105076]";"cd.[108429]";0,63388888835907
"1419";"cd.[102670]";"cd.[108429]";0,753333342075348
"1420";"cd.[102477]";"cd.[108429]";0,616111117601395
"1421";"cd.[104872]";"cd.[108429]";0,707619047164917
"1422";"cd.[108429]";"cd.[2004]";0,580833345651627
"1423";"cd.[108429]";"cd.[3710]";0,580833345651627
"1424";"cd.[107734]";"cd.[108429]";0,733888900279999
"1425";"cd.[105349]";"cd.[108429]";0,62833331823349
"1426";"cd.[108429]";"cd.[109651]";0,564402407407761
"1427";"cd.[103997]";"cd.[108429]";0,609473705291748
"1428";"cd.[104099]";"cd.[104289]";0,543947345018387
"1429";"cd.[104099]";"cd.[104310]";0,783377230167389
"1430";"cd.[102831]";"cd.[104099]";0,555529147386551
"1431";"cd.[100558]";"cd.[104099]";0,833232307434082
"1432";"cd.[104099]";"cd.[104117]";0,828837460279465
"1433";"cd.[100717]";"cd.[104099]";0,731349188089371
"1434";"cd.[102514]";"cd.[104099]";0,611111086606979
"1435";"cd.[104099]";"cd.[105076]";0,741305905580521
"1436";"cd.[102670]";"cd.[104099]";0,74698411822319
"1437";"cd.[102477]";"cd.[104099]";0,584285712242126
"1438";"cd.[104099]";"cd.[104872]";0,683650797605515
"1439";"cd.[104099]";"cd.[2004]";0,544047617912293
"1440";"cd.[104099]";"cd.[3710]";0,544047617912293
"1441";"cd.[104099]";"cd.[107734]";0,78676044344902
"1442";"cd.[104099]";"cd.[105349]";0,735952359437942
"1443";"cd.[104099]";"cd.[109651]";0,518417340517044
"1444";"cd.[103997]";"cd.[104099]";0,571804505586624
"1445";"cd.[104289]";"cd.[104310]";0,620225578546524
"1446";"cd.[102831]";"cd.[104289]";0,773448145389557
"1447";"cd.[100558]";"cd.[104289]";0,578135359287262
"1448";"cd.[104117]";"cd.[104289]";0,564685523509979
"1449";"cd.[100717]";"cd.[104289]";0,633558869361877
"1450";"cd.[102514]";"cd.[104289]";0,639353394508362
"1451";"cd.[104289]";"cd.[105076]";0,564984291791916
"1452";"cd.[102670]";"cd.[104289]";0,548199599981308
"1453";"cd.[102477]";"cd.[104289]";0,643652778863907
"1454";"cd.[104289]";"cd.[104872]";0,617077702283859
"1455";"cd.[104289]";"cd.[2004]";0,781946682929993
"1456";"cd.[104289]";"cd.[3710]";0,781946682929993
"1457";"cd.[104289]";"cd.[107734]";0,555893385410309
"1458";"cd.[104289]";"cd.[105349]";0,488872158527374
"1459";"cd.[104289]";"cd.[109651]";0,683860570192337
"1460";"cd.[103997]";"cd.[104289]";0,803756898641586
"1461";"cd.[102831]";"cd.[104310]";0,622831571102142
"1462";"cd.[100558]";"cd.[104310]";0,810196948051453
"1463";"cd.[104117]";"cd.[104310]";0,776070147752762
"1464";"cd.[100717]";"cd.[104310]";0,87142858505249
"1465";"cd.[102514]";"cd.[104310]";0,699316769838333
"1466";"cd.[104310]";"cd.[105076]";0,833540380001068
"1467";"cd.[102670]";"cd.[104310]";0,700973081588745
"1468";"cd.[102477]";"cd.[104310]";0,619720500707626
"1469";"cd.[104310]";"cd.[104872]";0,760558998584747
"1470";"cd.[104310]";"cd.[2004]";0,651428580284119
"1471";"cd.[104310]";"cd.[3710]";0,651428580284119
"1472";"cd.[104310]";"cd.[107734]";0,76730660200119
"1473";"cd.[104310]";"cd.[105349]";0,698673057556152
"1474";"cd.[104310]";"cd.[109651]";0,645067608356476
"1475";"cd.[103997]";"cd.[104310]";0,636995756626129
"1476";"cd.[100558]";"cd.[102831]";0,590222883224487
"1477";"cd.[102831]";"cd.[104117]";0,583589100837708
"1478";"cd.[100717]";"cd.[102831]";0,668601840734482
"1479";"cd.[102514]";"cd.[102831]";0,681834119558334
"1480";"cd.[102831]";"cd.[105076]";0,57509959936142
"1481";"cd.[102670]";"cd.[102831]";0,645336747169495
"1482";"cd.[102477]";"cd.[102831]";0,694247078895569
"1483";"cd.[102831]";"cd.[104872]";0,643171364068985
"1484";"cd.[102831]";"cd.[2004]";0,785797119140625
"1485";"cd.[102831]";"cd.[3710]";0,785797119140625
"1486";"cd.[102831]";"cd.[107734]";0,57509959936142
"1487";"cd.[102831]";"cd.[105349]";0,492993849515915
"1488";"cd.[102831]";"cd.[109651]";0,769701623916626
"1489";"cd.[102831]";"cd.[103997]";0,753188407421112
"1490";"cd.[100558]";"cd.[104117]";0,753802937269211
"1491";"cd.[100558]";"cd.[100717]";0,802941191196442
"1492";"cd.[100558]";"cd.[102514]";0,662689077854157
"1493";"cd.[100558]";"cd.[105076]";0,750763916969299
"1494";"cd.[100558]";"cd.[102670]";0,794327718019485
"1495";"cd.[100558]";"cd.[102477]";0,68728991150856
"1496";"cd.[100558]";"cd.[104872]";0,753221279382706
"1497";"cd.[100558]";"cd.[2004]";0,602899169921875
"1498";"cd.[100558]";"cd.[3710]";0,602899169921875
"1499";"cd.[100558]";"cd.[107734]";0,789075601100922
"1500";"cd.[100558]";"cd.[105349]";0,692925894260407
"1501";"cd.[100558]";"cd.[109651]";0,570168071985245
"1502";"cd.[100558]";"cd.[103997]";0,617518800497055
"1503";"cd.[100717]";"cd.[104117]";0,738237982988358
"1504";"cd.[102514]";"cd.[104117]";0,551233947277069
"1505";"cd.[104117]";"cd.[105076]";0,655923253297806
"1506";"cd.[102670]";"cd.[104117]";0,664750915765762
"1507";"cd.[102477]";"cd.[104117]";0,517512327432632
"1508";"cd.[104117]";"cd.[104872]";0,598819363117218
"1509";"cd.[104117]";"cd.[2004]";0,562668538093567
"1510";"cd.[104117]";"cd.[3710]";0,562668538093567
"1511";"cd.[104117]";"cd.[107734]";0,696832340955734
"1512";"cd.[104117]";"cd.[105349]";0,689445501565933
"1513";"cd.[104117]";"cd.[109651]";0,525418597459793
"1514";"cd.[103997]";"cd.[104117]";0,599096983671188
"1515";"cd.[100717]";"cd.[102514]";0,667619049549103
"1516";"cd.[100717]";"cd.[105076]";0,767142844200134
"1517";"cd.[100717]";"cd.[102670]";0,739999985694885
"1518";"cd.[100717]";"cd.[102477]";0,645357143878937
"1519";"cd.[100717]";"cd.[104872]";0,789047628641129
"1520";"cd.[100717]";"cd.[2004]";0,678333342075348
"1521";"cd.[100717]";"cd.[3710]";0,678333342075348
"1522";"cd.[100717]";"cd.[107734]";0,810476195812225
"1523";"cd.[100717]";"cd.[105349]";0,685714262723923
"1524";"cd.[100717]";"cd.[109651]";0,669719862937927
"1525";"cd.[100717]";"cd.[103997]";0,647368431091309
"1526";"cd.[102514]";"cd.[105076]";0,755692654848099
"1527";"cd.[102514]";"cd.[102670]";0,656190472841263
"1528";"cd.[102477]";"cd.[102514]";0,801904761791229
"1529";"cd.[102514]";"cd.[104872]";0,766904759407044
"1530";"cd.[102514]";"cd.[2004]";0,671428573131561
"1531";"cd.[102514]";"cd.[3710]";0,671428573131561
"1532";"cd.[102514]";"cd.[107734]";0,715692621469498
"1533";"cd.[102514]";"cd.[105349]";0,671904772520065
"1534";"cd.[102514]";"cd.[109651]";0,726974791288376
"1535";"cd.[102514]";"cd.[103997]";0,649924808740616
"1536";"cd.[102670]";"cd.[105076]";0,660606026649475
"1537";"cd.[102477]";"cd.[105076]";0,693181812763214
"1538";"cd.[104872]";"cd.[105076]";0,785389626026154
"1539";"cd.[105076]";"cd.[2004]";0,604242426156998
"1540";"cd.[105076]";"cd.[3710]";0,604242426156998
"1541";"cd.[105076]";"cd.[107734]";0,82272726893425
"1542";"cd.[105076]";"cd.[105349]";0,731818169355392
"1543";"cd.[105076]";"cd.[109651]";0,649707168340683
"1544";"cd.[103997]";"cd.[105076]";0,592456150054932
"1545";"cd.[102477]";"cd.[102670]";0,687878775596619
"1546";"cd.[102670]";"cd.[104872]";0,745873010158539
"1547";"cd.[102670]";"cd.[2004]";0,598333340883255
"1548";"cd.[102670]";"cd.[3710]";0,598333340883255
"1549";"cd.[102670]";"cd.[107734]";0,80151515007019
"1550";"cd.[102670]";"cd.[105349]";0,704545432329178
"1551";"cd.[102670]";"cd.[109651]";0,642997199296951
"1552";"cd.[102670]";"cd.[103997]";0,607894742488861
"1553";"cd.[102477]";"cd.[104872]";0,815277773141861
"1554";"cd.[102477]";"cd.[2004]";0,695075756311417
"1555";"cd.[102477]";"cd.[3710]";0,695075756311417
"1556";"cd.[102477]";"cd.[107734]";0,721590906381607
"1557";"cd.[102477]";"cd.[105349]";0,6468181848526
"1558";"cd.[102477]";"cd.[109651]";0,808199644088745
"1559";"cd.[102477]";"cd.[103997]";0,703596502542496
"1560";"cd.[104872]";"cd.[2004]";0,660833317041397
"1561";"cd.[104872]";"cd.[3710]";0,660833317041397
"1562";"cd.[104872]";"cd.[107734]";0,819913411140442
"1563";"cd.[104872]";"cd.[105349]";0,701904767751694
"1564";"cd.[104872]";"cd.[109651]";0,710014009475708
"1565";"cd.[103997]";"cd.[104872]";0,64464910030365
"1566";"cd.[2004]";"cd.[3710]";1
"1567";"cd.[107734]";"cd.[2004]";0,604242426156998
"1568";"cd.[105349]";"cd.[2004]";0,507575756311417
"1569";"cd.[109651]";"cd.[2004]";0,738333338499069
"1570";"cd.[103997]";"cd.[2004]";0,845087730884552
"1571";"cd.[107734]";"cd.[3710]";0,604242426156998
"1572";"cd.[105349]";"cd.[3710]";0,507575756311417
"1573";"cd.[109651]";"cd.[3710]";0,738333338499069
"1574";"cd.[103997]";"cd.[3710]";0,845087730884552
"1575";"cd.[105349]";"cd.[107734]";0,827272695302963
"1576";"cd.[107734]";"cd.[109651]";0,649707168340683
"1577";"cd.[103997]";"cd.[107734]";0,584122812747955
"1578";"cd.[105349]";"cd.[109651]";0,566014748811722
"1579";"cd.[103997]";"cd.[105349]";0,504824560880661
"1580";"cd.[103997]";"cd.[109651]";0,712644124031067
"1581";"cd.[7653]";"cd.[7852]";0,8854700922966
"1582";"cd.[7653]";"cd.[8029]";0,8854700922966
"1583";"cd.[10383]";"cd.[7653]";0,8854700922966
"1584";"cd.[10230]";"cd.[7653]";0,825982916355133
"1585";"cd.[6858]";"cd.[7653]";0,80780109167099
"1586";"cd.[7852]";"cd.[8029]";1
"1587";"cd.[10383]";"cd.[7852]";1
"1588";"cd.[10230]";"cd.[7852]";0,940512824058533
"1589";"cd.[6858]";"cd.[7852]";0,92233099937439
"1590";"cd.[10383]";"cd.[8029]";1
"1591";"cd.[10230]";"cd.[8029]";0,940512824058533
"1592";"cd.[6858]";"cd.[8029]";0,92233099937439
"1593";"cd.[10230]";"cd.[10383]";0,940512824058533
"1594";"cd.[10383]";"cd.[6858]";0,92233099937439
"1595";"cd.[10230]";"cd.[6858]";0,889510488510132
"1596";"cd.[10064]";"cd.[2819]";1
"1597";"cd.[6314]";"cd.[8464]";0,967734551429749
"1598";"cd.[4291]";"cd.[4905]";1
"1599";"cd.[6722]";"cd.[7707]";1
"1600";"cd.[3722]";"cd.[8453]";1
"1601";"cd.[6719]";"cd.[8453]";1
"1602";"cd.[3722]";"cd.[6719]";1
"1603";"cd.[6562]";"cd.[8870]";0,810000002384186
"1604";"cd.[7606]";"cd.[8538]";1
"1605";"cd.[7671]";"cd.[8759]";1
"1606";"cd.[5360]";"cd.[8430]";0,860069936513901
"1607";"cd.[7540]";"cd.[7542]";0,905545616149902
"1608";"cd.[7542]";"cd.[8823]";0,937209302186966
"1609";"cd.[7540]";"cd.[8823]";0,949832773208618
"1610";"cd.[7920]";"cd.[8494]";0,906428575515747
"1611";"cd.[6382]";"cd.[7920]";0,975
"1612";"cd.[6382]";"cd.[8494]";0,931428575515747
"1613";"cd.[7794]";"cd.[8890]";0,971969699859619
"1614";"cd.[8890]";"cd.[9063]";0,944285726547241
"1615";"cd.[6802]";"cd.[8890]";0,944285726547241
"1616";"cd.[7794]";"cd.[9063]";0,916428583860397
"1617";"cd.[6802]";"cd.[7794]";0,916428583860397
"1618";"cd.[6802]";"cd.[9063]";1
"1619";"cd.[102024]";"cd.[102960]";0,804698544740677
"1620";"cd.[9348]";"cd.[9485]";0,975
"1621";"cd.[5477]";"cd.[9076]";0,993333333730698
"1622";"cd.[5477]";"cd.[8368]";0,986666667461395
"1623";"cd.[8368]";"cd.[9076]";0,993333333730698
"1624";"cd.[5664]";"cd.[8717]";0,854545450210571
"1625";"cd.[104610]";"cd.[105320]";0,806168830394745
"1626";"cd.[4419]";"cd.[7644]";0,99375
"1627";"cd.[102361]";"cd.[103634]";0,980645155906677
"1628";"cd.[5731]";"cd.[8779]";1
"1629";"cd.[7123]";"cd.[9038]";0,984210526943207
"1630";"cd.[101564]";"cd.[108252]";0,882857137918472
"1631";"cd.[7980]";"cd.[9790]";0,953693979978561
"1632";"cd.[7604]";"cd.[9790]";0,90262605547905
"1633";"cd.[7604]";"cd.[7980]";0,948932075500488
"1634";"cd.[4441]";"cd.[8151]";0,961188811063767
"1635";"cd.[3670]";"cd.[4441]";0,974456524848938
"1636";"cd.[4441]";"cd.[7515]";1
"1637";"cd.[3670]";"cd.[8151]";0,940559440851212
"1638";"cd.[7515]";"cd.[8151]";0,961188811063767
"1639";"cd.[3670]";"cd.[7515]";0,974456524848938
"1640";"cd.[7161]";"cd.[8131]";0,933333337306976
"1641";"cd.[2813]";"cd.[3155]";0,940692621469498
"1642";"cd.[105956]";"cd.[108216]";0,670202004909515
"1643";"cd.[103830]";"cd.[105956]";0,707449495792389
"1644";"cd.[102987]";"cd.[105956]";0,800613278150558
"1645";"cd.[104167]";"cd.[105956]";0,767279946804047
"1646";"cd.[104396]";"cd.[105956]";0,701573431491852
"1647";"cd.[100446]";"cd.[105956]";0,749689441919327
"1648";"cd.[101480]";"cd.[105956]";0,714155852794647
"1649";"cd.[100054]";"cd.[105956]";0,823611104488373
"1650";"cd.[104418]";"cd.[105956]";0,739646452665329
"1651";"cd.[102120]";"cd.[105956]";0,848232328891754
"1652";"cd.[101502]";"cd.[105956]";0,744949501752853
"1653";"cd.[103056]";"cd.[105956]";0,70912698507309
"1654";"cd.[105956]";"cd.[107779]";0,616477274894714
"1655";"cd.[105156]";"cd.[105956]";0,788383841514587
"1656";"cd.[105956]";"cd.[107521]";0,724567085504532
"1657";"cd.[103830]";"cd.[108216]";0,69444442987442
"1658";"cd.[102987]";"cd.[108216]";0,69242422580719
"1659";"cd.[104167]";"cd.[108216]";0,647777783870697
"1660";"cd.[104396]";"cd.[108216]";0,696153831481934
"1661";"cd.[100446]";"cd.[108216]";0,790338164567947
"1662";"cd.[101480]";"cd.[108216]";0,671919178962707
"1663";"cd.[100054]";"cd.[108216]";0,725396823883057
"1664";"cd.[104418]";"cd.[108216]";0,760101008415222
"1665";"cd.[102120]";"cd.[108216]";0,708333325386047
"1666";"cd.[101502]";"cd.[108216]";0,666666626930237
"1667";"cd.[103056]";"cd.[108216]";0,80119047164917
"1668";"cd.[107779]";"cd.[108216]";0,690476179122925
"1669";"cd.[105156]";"cd.[108216]";0,788492071628571
"1670";"cd.[107521]";"cd.[108216]";0,75
"1671";"cd.[102987]";"cd.[103830]";0,785227274894714
"1672";"cd.[103830]";"cd.[104167]";0,767499995231628
"1673";"cd.[103830]";"cd.[104396]";0,894871789216995
"1674";"cd.[100446]";"cd.[103830]";0,596557968854904
"1675";"cd.[101480]";"cd.[103830]";0,509015148878098
"1676";"cd.[100054]";"cd.[103830]";0,617499995231628
"1677";"cd.[103830]";"cd.[104418]";0,752272713184357
"1678";"cd.[102120]";"cd.[103830]";0,730555546283722
"1679";"cd.[101502]";"cd.[103830]";0,858333337306976
"1680";"cd.[103056]";"cd.[103830]";0,60238094329834
"1681";"cd.[103830]";"cd.[107779]";0,763571429252625
"1682";"cd.[103830]";"cd.[105156]";0,728174591064453
"1683";"cd.[103830]";"cd.[107521]";0,820833325386047
"1684";"cd.[102987]";"cd.[104167]";0,856168836355209
"1685";"cd.[102987]";"cd.[104396]";0,80777000784874
"1686";"cd.[100446]";"cd.[102987]";0,751449275016785
"1687";"cd.[101480]";"cd.[102987]";0,64136363863945
"1688";"cd.[100054]";"cd.[102987]";0,725
"1689";"cd.[102987]";"cd.[104418]";0,764393925666809
"1690";"cd.[102120]";"cd.[102987]";0,826136362552643
"1691";"cd.[101502]";"cd.[102987]";0,779274898767471
"1692";"cd.[102987]";"cd.[103056]";0,714285707473755
"1693";"cd.[102987]";"cd.[107779]";0,692370128631592
"1694";"cd.[102987]";"cd.[105156]";0,746717166900635
"1695";"cd.[102987]";"cd.[107521]";0,850757563114166
"1696";"cd.[104167]";"cd.[104396]";0,748376059532166
"1697";"cd.[100446]";"cd.[104167]";0,663457548618317
"1698";"cd.[101480]";"cd.[104167]";0,562186139822006
"1699";"cd.[100054]";"cd.[104167]";0,644999992847443
"1700";"cd.[104167]";"cd.[104418]";0,718737381696701
"1701";"cd.[102120]";"cd.[104167]";0,739999997615814
"1702";"cd.[101502]";"cd.[104167]";0,727619045972824
"1703";"cd.[103056]";"cd.[104167]";0,628571420907974
"1704";"cd.[104167]";"cd.[107779]";0,656785708665848
"1705";"cd.[104167]";"cd.[105156]";0,726111108064652
"1706";"cd.[104167]";"cd.[107521]";0,805714285373688
"1707";"cd.[100446]";"cd.[104396]";0,594258636236191
"1708";"cd.[101480]";"cd.[104396]";0,515396267175674
"1709";"cd.[100054]";"cd.[104396]";0,617179489135742
"1710";"cd.[104396]";"cd.[104418]";0,768123531341553
"1711";"cd.[102120]";"cd.[104396]";0,776282048225403
"1712";"cd.[101502]";"cd.[104396]";0,864957273006439
"1713";"cd.[103056]";"cd.[104396]";0,656043952703476
"1714";"cd.[104396]";"cd.[107779]";0,804642856121063
"1715";"cd.[104396]";"cd.[105156]";0,766208785772324
"1716";"cd.[104396]";"cd.[107521]";0,830769217014313
"1717";"cd.[100446]";"cd.[101480]";0,825942015647888
"1718";"cd.[100054]";"cd.[100446]";0,802003109455109
"1719";"cd.[100446]";"cd.[104418]";0,635990339517593
"1720";"cd.[100446]";"cd.[102120]";0,676449275016785
"1721";"cd.[100446]";"cd.[101502]";0,56852999329567
"1722";"cd.[100446]";"cd.[103056]";0,855331259965897
"1723";"cd.[100446]";"cd.[107779]";0,591394925117493
"1724";"cd.[100446]";"cd.[105156]";0,742184281349182
"1725";"cd.[100446]";"cd.[107521]";0,642753618955612
"1726";"cd.[100054]";"cd.[101480]";0,800422084331512
"1727";"cd.[101480]";"cd.[104418]";0,542373734712601
"1728";"cd.[101480]";"cd.[102120]";0,656363642215729
"1729";"cd.[101480]";"cd.[101502]";0,556580060720444
"1730";"cd.[101480]";"cd.[103056]";0,782424235343933
"1731";"cd.[101480]";"cd.[107779]";0,506742423772812
"1732";"cd.[101480]";"cd.[105156]";0,644632041454315
"1733";"cd.[101480]";"cd.[107521]";0,548939383029938
"1734";"cd.[100054]";"cd.[104418]";0,643333321809769
"1735";"cd.[100054]";"cd.[102120]";0,764999997615814
"1736";"cd.[100054]";"cd.[101502]";0,654166668653488
"1737";"cd.[100054]";"cd.[103056]";0,827619051933289
"1738";"cd.[100054]";"cd.[107779]";0,613333332538605
"1739";"cd.[100054]";"cd.[105156]";0,746507930755615
"1740";"cd.[100054]";"cd.[107521]";0,619999992847443
"1741";"cd.[102120]";"cd.[104418]";0,762878775596619
"1742";"cd.[101502]";"cd.[104418]";0,730303025245666
"1743";"cd.[103056]";"cd.[104418]";0,635714280605316
"1744";"cd.[104418]";"cd.[107779]";0,670833325386047
"1745";"cd.[104418]";"cd.[105156]";0,785317462682724
"1746";"cd.[104418]";"cd.[107521]";0,82398989200592
"1747";"cd.[101502]";"cd.[102120]";0,768055558204651
"1748";"cd.[102120]";"cd.[103056]";0,719047611951828
"1749";"cd.[102120]";"cd.[107779]";0,658531737327576
"1750";"cd.[102120]";"cd.[105156]";0,8
"1751";"cd.[102120]";"cd.[107521]";0,766666656732559
"1752";"cd.[101502]";"cd.[103056]";0,565476167201996
"1753";"cd.[101502]";"cd.[107779]";0,720416676998138
"1754";"cd.[101502]";"cd.[105156]";0,678174608945847
"1755";"cd.[101502]";"cd.[107521]";0,809523802995682
"1756";"cd.[103056]";"cd.[107779]";0,633035707473755
